aerial_battles,big_chance_created,clearance,club_name,cross,cross_accuracy,goal_conceded_per_match,goal_per_match,interceptions,pass_accuracy,pass_per_game,season,shooting_accuracy,shot_on_target,tackle_success
0,0,0,Charlton Athletic,0,0%,1.47,1.08,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Leeds United,0,0%,2.08,1.05,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Leeds United,0,0%,1.50,1.53,0,0%,0.00,2002/03,0%,0,0%
0,0,0,Leeds United,0,0%,0.97,1.39,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Leeds United,0,0%,1.13,1.68,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Leeds United,0,0%,1.13,1.53,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Leeds United,0,0%,0.89,1.63,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Leeds United,0,0%,1.21,1.50,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Leeds United,0,0%,1.00,0.74,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Leeds United,0,0%,1.50,1.05,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Leeds United,0,0%,0.90,1.40,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Leeds United,0,0%,0.93,1.55,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Leeds United,0,0%,1.48,1.36,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Ipswich Town,0,0%,1.68,1.08,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Ipswich Town,0,0%,1.11,1.50,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Ipswich Town,0,0%,2.21,0.86,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Ipswich Town,0,0%,1.38,0.83,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Ipswich Town,0,0%,1.31,1.19,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Bradford City,0,0%,1.84,0.79,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Bradford City,0,0%,1.79,1.00,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Coventry City,0,0%,1.66,0.95,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Coventry City,0,0%,1.42,1.24,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Coventry City,0,0%,1.34,1.03,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Coventry City,0,0%,1.16,1.21,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Coventry City,0,0%,1.42,1.00,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Coventry City,0,0%,1.58,1.11,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Coventry City,0,0%,1.48,1.05,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Coventry City,0,0%,1.07,1.02,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Coventry City,0,0%,1.36,1.24,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.84,1.00,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.11,1.08,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.76,1.37,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.34,1.32,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.61,1.26,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.36,1.17,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.29,1.81,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Sheffield Wednesday,0,0%,1.21,1.31,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Wimbledon,0,0%,1.95,1.21,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Wimbledon,0,0%,1.66,1.05,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Wimbledon,0,0%,1.21,0.89,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Wimbledon,0,0%,1.21,1.29,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Wimbledon,0,0%,1.84,1.45,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Wimbledon,0,0%,1.55,1.14,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Wimbledon,0,0%,1.26,1.33,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Wimbledon,0,0%,1.31,1.33,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Nottingham Forest,0,0%,1.82,0.92,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Nottingham Forest,0,0%,1.55,0.82,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Nottingham Forest,0,0%,1.42,1.32,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Nottingham Forest,0,0%,1.02,1.71,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Nottingham Forest,0,0%,1.48,0.98,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Barnsley,0,0%,2.16,0.97,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Oldham Athletic,0,0%,1.62,1.00,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Oldham Athletic,0,0%,1.76,1.50,0,0%,0.00,1992/93,0%,0,0%
0,0,0,Swindon Town,0,0%,2.38,1.12,0,0%,0.00,1993/94,0%,0,0%
